divipola,municipio,departamento,area_km2,celdas,muestreo,mmi_max,mmi_media,mmi_min,pga_max,vs30_medio,vs30_min,frac_mmi6,frac_mmi7,frac_mmi8,frac_pager6,frac_pager7,frac_pager8,peso_dano,pob_cabecera,pob_rural,pob_total,def_cuantitativo,def_cualitativo,def_habitacional,exposicion,vulnerabilidad,indice,pob_mmi6,pob_pager6,pob_mmi7,pob_pager7,pob_mmi8,pob_pager8,rank,nombre_norm,depto_norm,ambiguedad,requiere_contexto,menciones,notas_que_lo_nombran,menciones_nacional,menciones_regional,muertos_rep,heridos_rep,desaparecidos_rep,viv_colapsadas_rep,viv_averiadas_rep,fuente_perdidas,cobertura_dato,muertos_100k
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,1582.20973626,1582,celdas,6.900000095367432,6.3327436447143555,6.099999904632568,40.36000061035156,791.0453491210938,430.8999938964844,1.0,0.0,0.0,1.0,0.231984829329962,0.0,2.1077892780303955,1163.0,3973.0,5136.0,53.9724235534668,27.183191299438477,81.15561485290527,10825.605731964111,1.8115561485290528,19611.192625290943,5136,5136,0,1191,0,0,126,san jose del palmar,choco,unico,False,82,42,80,2,,,,,,,1,
05440,MARINILLA,ANTIOQUIA,114.871191397,112,celdas,5.900000095367432,5.471428871154785,4.900000095367432,12.359999656677246,394.0652160644531,247.6999969482422,0.0,0.0,0.0,0.5535714285714286,0.0,0.0,0.2214775830507278,53581.0,21977.0,75558.0,3.428849935531616,13.51497745513916,16.943827390670776,16734.403220146894,1.1694382739067075,19569.851616627435,0,41827,0,0,0,0,127,marinilla,antioquia,unico,False,0,0,0,0,,,,,,,1,
19513,PADILLA,CAUCA,69.6834253751,69,celdas,6.199999809265137,6.085507392883301,5.900000095367432,15.130000114440918,247.7971038818359,212.6999969482422,0.9130434782608696,0.0,0.0,1.0,0.0,0.0,1.2424430847167969,4655.0,5967.0,10622.0,4.116907596588135,43.77750015258789,47.894407749176025,13197.230445861816,1.4789440774917604,19517.96580720128,9698,10622,0,0,0,0,128,padilla,cauca,unico,False,3,1,3,0,,,,,,,1,
25754,SOACHA,CUNDINAMARCA,187.445941935,191,celdas,5.5,4.738743305206299,4.099999904632568,8.986000061035156,547.73193359375,212.8000030517578,0.0,0.0,0.0,0.0523560209424083,0.0,0.0,0.0179057754576206,888398.0,7480.0,895878.0,3.0400683879852295,17.772232055664062,20.812300443649292,16041.390305422246,1.208123004436493,19379.972651125157,0,46905,0,0,0,0,129,soacha,cundinamarca,unico,False,2,2,2,0,,,,,,,1,
25473,MOSQUERA,CUNDINAMARCA,105.939522063,105,celdas,5.599999904632568,5.209523677825928,4.5,8.996000289916992,331.6695251464844,186.5,0.0,0.0,0.0,0.3619047619047619,0.0,0.0,0.0895338505506515,182389.0,3346.0,185735.0,4.285988807678223,10.666922569274902,14.952911376953123,16629.569732025266,1.1495291137695314,19116.174556423623,0,67218,0,0,0,0,130,mosquera,cundinamarca,nombre_repetido,True,1,1,1,0,,,,,,,1,
05364,JARDÍN,ANTIOQUIA,201.199157761,210,celdas,6.400000095367432,5.918095588684082,5.599999904632568,27.6200008392334,756.2662353515625,493.7000122070313,0.3952380952380952,0.0,0.0,1.0,0.0,0.0,0.8684414625167847,8504.0,7027.0,15531.0,6.869545936584473,31.57305908203125,38.44260501861572,13487.764354348184,1.3844260501861572,18672.812330931894,6138,15531,0,0,0,0,131,jardin,antioquia,unico,False,0,0,0,0,,,,,,,1,
27745,SIPÍ,CHOCÓ,1576.86504102,1578,celdas,7.0,6.449619770050049,5.900000095367432,38.95000076293945,622.0708618164062,210.5,0.982256020278834,0.0285171102661596,0.0,1.0,0.4816223067173637,0.0,2.768219470977783,712.0,2666.0,3378.0,57.967376708984375,40.65244674682617,98.61982345581056,9351.045372962952,1.9861982345581055,18573.02981105175,3318,3378,96,1627,0,0,132,sipi,choco,corto,True,15,6,15,0,,,,,,,1,
27495,NUQUÍ,CHOCÓ,704.098431422,701,celdas,6.300000190734863,5.704564571380615,5.099999904632568,20.170000076293945,532.592529296875,238.0,0.1326676176890157,0.0,0.0,0.8716119828815977,0.0,0.0,0.500249981880188,1332.0,17638.0,18970.0,58.260868072509766,36.5217399597168,94.78260803222656,9489.742156267166,1.9478260803222656,18484.36726751084,2517,16534,0,0,0,0,133,nuqui,choco,unico,False,0,0,0,0,,,,,,,1,
73585,PURIFICACIÓN,TOLIMA,402.203605522,400,celdas,6.199999809265137,5.504000186920166,4.5,15.760000228881836,449.8125,199.6999969482422,0.35,0.0,0.0,0.52,0.0,0.0,0.5169536471366882,13726.0,10423.0,24149.0,6.727585792541504,39.544429779052734,46.27201557159424,12483.913624703884,1.4627201557159424,18260.47208107124,8452,12557,0,0,0,0,134,purificacion,tolima,unico,False,0,0,0,0,,,,,,,1,
05376,LA CEJA,ANTIOQUIA,132.719285332,134,celdas,6.099999904632568,5.436567306518555,5.0,13.829999923706056,605.736572265625,266.20001220703125,0.0223880597014925,0.0,0.0,0.4701492537313433,0.0,0.0,0.2039039433002472,64591.0,9795.0,74386.0,1.8140714168548584,16.64093589782715,18.455007314682007,15167.598726332188,1.18455007314682,17966.78018073841,1665,34973,0,0,0,0,135,la ceja,antioquia,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
73408,LÉRIDA,TOLIMA,271.954476347,271,celdas,6.300000190734863,5.784501552581787,5.199999809265137,18.649999618530273,523.5298461914062,249.0,0.4354243542435424,0.0,0.0,0.7896678966789668,0.0,0.0,0.7057397365570068,13719.0,4692.0,18411.0,7.741489410400391,28.25298118591309,35.99447059631348,12993.374289751053,1.3599447059631349,17670.270577944448,8017,14539,0,0,0,0,136,lerida,tolima,unico,False,0,0,0,0,,,,,,,1,
05101,CIUDAD BOLÍVAR,ANTIOQUIA,263.786647595,268,celdas,6.199999809265137,5.678358554840088,5.400000095367432,21.959999084472656,767.5004272460938,478.2000122070313,0.0783582089552238,0.0,0.0,0.9514925373134328,0.0,0.0,0.4224681556224823,17192.0,10528.0,27720.0,1.8835159540176392,44.923858642578125,46.80737459659576,11710.81727385521,1.4680737459659576,17192.343383551462,2172,26375,0,0,0,0,137,ciudad bolivar,antioquia,unico,False,1,1,1,0,,,,,,,1,
76869,VIJES,VALLE DEL CAUCA,112.933808779,115,celdas,6.599999904632568,5.903478145599365,5.5,24.18000030517578,638.9886474609375,306.29998779296875,0.4260869565217391,0.0,0.0,1.0,0.0347826086956521,0.0,0.911659836769104,9264.0,4862.0,14126.0,4.331823348999023,26.67044258117676,31.00226593017578,12878.106854200363,1.310022659301758,16870.611787911756,6019,14126,0,491,0,0,138,vijes,valle del cauca,unico,False,0,0,0,0,,,,,,,1,
05873,VIGÍA DEL FUERTE,ANTIOQUIA,1661.93586114,1664,celdas,6.400000095367432,5.695492267608643,4.599999904632568,18.760000228881836,388.0022888183594,192.1999969482422,0.328125,0.0,0.0,0.7584134615384616,0.0,0.0,0.6964291930198669,4273.0,7413.0,11686.0,96.09151458740234,3.5748331546783447,99.66634774208067,8138.471549630165,1.9966634774208067,16249.788905174868,3834,8863,0,0,0,0,139,vigia del fuerte,antioquia,unico,False,0,0,0,0,,,,,,,1,
73678,SAN LUIS,TOLIMA,412.226226939,407,celdas,6.300000190734863,5.789188861846924,5.099999904632568,18.719999313354492,471.4024963378906,235.3000030517578,0.339066339066339,0.0,0.0,0.8648648648648649,0.0,0.0,0.6776889562606812,4012.0,10042.0,14054.0,2.9732868671417236,62.81068420410156,65.78397107124329,9524.240591287611,1.657839710712433,15789.664266615868,4765,12155,0,0,0,0,140,san luis,tolima,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
73411,LÍBANO,TOLIMA,282.372611911,286,celdas,6.099999904632568,5.571328639984131,5.300000190734863,19.63999938964844,740.6276245117188,385.5,0.0419580419580419,0.0,0.0,0.6188811188811189,0.0,0.0,0.3003908395767212,24178.0,13448.0,37626.0,17.58241844177246,21.9780216217041,39.56044006347656,11302.505729913712,1.3956044006347657,15773.82673486723,1579,23286,0,0,0,0,141,libano,tolima,unico,False,0,0,0,0,,,,,,,1,
17013,AGUADAS,CALDAS,475.732663988,474,celdas,6.300000190734863,5.680168628692627,5.300000190734863,21.61000061035156,737.9527587890625,420.7999877929687,0.1371308016877637,0.0,0.0,0.79957805907173,0.0,0.0,0.4630607366561889,12048.0,10253.0,22301.0,2.8616623878479004,39.09980010986328,41.96146249771118,10326.71748816967,1.4196146249771118,14659.959174212569,3058,17831,0,0,0,0,142,aguadas,caldas,unico,False,0,0,0,0,,,,,,,1,
05400,LA UNIÓN,ANTIOQUIA,167.739650136,173,celdas,6.099999904632568,5.682658672332764,5.199999809265137,15.300000190734863,474.34619140625,254.6000061035156,0.1156069364161849,0.0,0.0,0.8959537572254336,0.0,0.0,0.4460074305534363,15128.0,9246.0,24374.0,0.9017713069915771,31.40096664428711,32.30273795127869,10870.985112309456,1.323027379512787,14382.6109458613,2818,21838,0,0,0,0,143,la union,antioquia,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
73055,ARMERO,TOLIMA,440.630843629,438,celdas,6.300000190734863,5.847260475158691,5.199999809265137,18.6299991607666,432.8764953613281,235.1999969482422,0.4063926940639269,0.0,0.0,0.9178082191780822,0.0,0.0,0.7700152397155762,8081.0,4714.0,12795.0,8.746073722839355,28.48514175415039,37.231215476989746,9852.344992160795,1.3723121547698975,13520.492785728591,5200,11743,0,0,0,0,144,armero,tolima,unico,False,0,0,0,0,,,,,,,1,
63212,CÓRDOBA,QUINDIO,92.9851288422,97,celdas,6.900000095367432,6.213401794433594,6.0,31.11000061035156,789.078369140625,435.0,1.0,0.0,0.0,1.0,0.1752577319587628,0.0,1.723616600036621,3470.0,2393.0,5863.0,6.8678460121154785,24.765869140625,31.63371515274048,10105.56412601471,1.3163371515274047,13302.32949621573,5863,5863,0,1028,0,0,145,cordoba,quindio,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
05789,TÁMESIS,ANTIOQUIA,252.239744043,259,celdas,6.300000190734863,5.735134601593018,5.400000095367432,24.700000762939453,769.547119140625,435.2000122070313,0.193050193050193,0.0,0.0,0.9806949806949808,0.0,0.0,0.5331971645355225,7926.0,8720.0,16646.0,2.9266438484191895,45.93310546875,48.85974931716919,8875.600000858307,1.488597493171692,13212.19591167234,3214,16325,0,0,0,0,146,tamesis,antioquia,unico,False,0,0,0,0,,,,,,,1,
05368,JERICÓ,ANTIOQUIA,205.000675731,205,celdas,6.400000095367432,5.802439212799072,5.400000095367432,23.600000381469727,676.41064453125,382.6000061035156,0.3121951219512195,0.0,0.0,0.8634146341463415,0.0,0.0,0.6854169368743896,8403.0,6011.0,14414.0,2.133749723434448,27.270360946655273,29.40411067008972,9879.599728107452,1.2940411067008972,12784.60816592205,4500,12445,0,0,0,0,147,jerico,antioquia,unico,False,3,2,3,0,,,,,,,1,
73861,VENADILLO,TOLIMA,334.63277483,337,celdas,6.199999809265137,5.789910793304443,5.199999809265137,18.219999313354492,501.886962890625,254.6000061035156,0.3798219584569733,0.0,0.0,0.8397626112759644,0.0,0.0,0.6693985462188721,8943.0,4149.0,13092.0,11.845386505126951,32.56857681274414,44.413963317871094,8763.765767097473,1.4441396331787109,12656.101480160289,4973,10994,0,0,0,0,148,venadillo,tolima,unico,False,0,0,0,0,,,,,,,1,
05282,FREDONIA,ANTIOQUIA,253.760538519,254,celdas,6.300000190734863,5.548031806945801,5.199999809265137,20.780000686645508,731.553955078125,393.7999877929687,0.1181102362204724,0.0,0.0,0.5078740157480315,0.0,0.0,0.3288010656833648,9322.0,17200.0,26522.0,2.368105411529541,38.459232330322266,40.82733774185181,8720.461864054203,1.408273377418518,12280.794281940998,3133,13470,0,0,0,0,149,fredonia,antioquia,unico,False,1,1,1,0,,,,,,,1,
05088,BELLO,ANTIOQUIA,147.694282778,150,celdas,5.699999809265137,4.751999855041504,4.300000190734863,10.720000267028809,698.2686157226562,254.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0165788978338241,587840.0,21328.0,609168.0,4.1651716232299805,15.517924308776855,19.683095932006836,10099.334035634996,1.1968309593200683,12087.195642362847,0,24367,0,0,0,0,150,bello,antioquia,unico,False,4,3,3,1,,,,,,,1,
73347,HERVEO,TOLIMA,322.74343346,321,celdas,6.800000190734863,5.896261692047119,5.5,26.15999984741211,783.5772705078125,429.0,0.308411214953271,0.0,0.0,1.0,0.0591900311526479,0.0,0.8955428004264832,2348.0,5217.0,7565.0,28.20157241821289,45.44614028930664,73.64771270751953,6774.781285226345,1.7364771270751953,11764.252742732642,2333,7565,0,448,0,0,151,herveo,tolima,unico,False,0,0,0,0,,,,,,,1,
27245,EL CARMEN DE ATRATO,CHOCÓ,830.180929022,831,celdas,6.699999809265137,5.841756820678711,5.300000190734863,28.38999938964844,731.6802978515625,298.70001220703125,0.3008423586040915,0.0,0.0,0.9638989169675092,0.0445246690734055,0.0,0.7996662259101868,2543.0,6225.0,8768.0,21.559839248657227,43.030033111572266,64.58987236022949,7011.473468780518,1.6458987236022948,11540.175232837208,2638,8451,0,390,0,0,152,el carmen de atrato,choco,unico,False,3,1,3,0,,,,,,,1,
73624,ROVIRA,TOLIMA,739.476195254,741,celdas,6.5,5.566397190093994,5.199999809265137,25.399999618530273,762.4622802734375,386.7999877929687,0.0607287449392712,0.0,0.0,0.6167341430499326,0.0013495276653171,0.0,0.3214496970176697,10656.0,11735.0,22391.0,10.662604331970217,48.758567810058594,59.42117214202881,7197.580165922642,1.594211721420288,11474.466666376056,1360,13809,0,30,0,0,153,rovira,tolima,unico,False,0,0,0,0,,,,,,,1,
25612,RICAURTE,CUNDINAMARCA,128.204403281,129,celdas,6.099999904632568,5.634109020233154,5.0,15.670000076293944,413.11627197265625,211.8000030517578,0.2713178294573643,0.0,0.0,0.627906976744186,0.0,0.0,0.527782678604126,9623.0,6211.0,15834.0,8.526632308959961,28.200172424316406,36.72680473327637,8356.91093301773,1.3672680473327636,11426.137293120975,4296,9942,0,0,0,0,154,ricaurte,cundinamarca,unico,False,1,1,1,0,,,,,,,1,
63111,BUENAVISTA,QUINDIO,38.4580994642,41,celdas,6.900000095367432,6.443902969360352,6.099999904632568,31.670000076293945,654.5804443359375,416.8999938964844,1.0,0.0,0.0,1.0,0.4878048780487805,0.0,2.6429688930511475,1213.0,1952.0,3165.0,4.061470985412598,31.942920684814453,36.00439167022705,8364.996546506882,1.3600439167022704,11376.762666312185,3165,3165,0,1544,0,0,155,buenavista,quindio,nombre_repetido,True,0,0,0,0,,,,,,,1,
15572,PUERTO BOYACÁ,BOYACÁ,1513.60103663,1525,celdas,6.0,5.301705360412598,4.099999904632568,12.8100004196167,357.69403076171875,195.5,0.000655737704918,0.0,0.0,0.5291803278688525,0.0,0.0,0.1634748429059982,34705.0,13070.0,47775.0,17.633224487304688,26.17431640625,43.80754089355469,7810.010619834065,1.4380754089355468,11231.384215908836,31,25282,0,0,0,0,156,puerto boyaca,boyaca,unico,False,0,0,0,0,,,,,,,0,
05091,BETANIA,ANTIOQUIA,180.524926983,181,celdas,6.300000190734863,5.811049938201904,5.599999904632568,23.6299991607666,758.8971557617188,465.2000122070313,0.2486187845303867,0.0,0.0,1.0,0.0,0.0,0.6438854932785034,4033.0,6710.0,10743.0,4.05709981918335,57.0247917175293,61.08189153671265,6917.261854290962,1.6108189153671266,11142.456237439366,2671,10743,0,0,0,0,157,betania,antioquia,unico,False,0,0,0,0,,,,,,,1,
05380,LA ESTRELLA,ANTIOQUIA,36.8073404807,36,celdas,5.800000190734863,5.297222137451172,5.0,10.3100004196167,770.8804931640625,494.3999938964844,0.0,0.0,0.0,0.25,0.0,0.0,0.1112670600414276,71815.0,12253.0,84068.0,1.3001773357391355,15.983997344970703,17.28417468070984,9353.999203562737,1.1728417468070984,10970.760765538727,0,21017,0,0,0,0,158,la estrella,antioquia,unico,False,1,1,1,0,,,,,,,1,
73030,AMBALEMA,TOLIMA,238.037624924,235,celdas,6.300000190734863,6.042552471160889,5.699999809265137,17.899999618530273,314.42041015625,213.6000061035156,0.7489361702127659,0.0,0.0,1.0,0.0,0.0,1.1489472389221191,5358.0,1405.0,6763.0,7.263028144836426,32.41690444946289,39.67993259429931,7770.330176830292,1.3967993259429932,10853.59195335105,5065,6763,0,0,0,0,159,ambalema,tolima,unico,False,0,0,0,0,,,,,,,1,
05148,EL CARMEN DE VIBORAL,ANTIOQUIA,423.6550964,426,celdas,6.0,5.23615026473999,4.800000190734863,14.399999618530272,659.9193115234375,248.3999938964844,0.0046948356807511,0.0,0.0,0.2605633802816901,0.0,0.0,0.1216023936867713,42227.0,28507.0,70734.0,1.845389485359192,20.311113357543945,22.156502842903137,8601.423715040088,1.2215650284290314,10507.198404993089,332,18431,0,0,0,0,160,el carmen de viboral,antioquia,unico,False,0,0,0,0,,,,,,,1,
17513,PÁCORA,CALDAS,257.276774722,256,celdas,6.199999809265137,5.708202838897705,5.5,22.709999084472656,814.1437377929688,494.0,0.0703125,0.0,0.0,1.0,0.0,0.0,0.4574715495109558,8180.0,7477.0,15657.0,1.9731136560440063,41.8256721496582,43.79878580570221,7162.632050693035,1.437987858057022,10299.777920626651,1101,15657,0,0,0,0,161,pacora,caldas,unico,False,3,1,3,0,,,,,,,1,
05390,LA PINTADA,ANTIOQUIA,54.6360794393,60,celdas,6.400000095367432,5.833333492279053,5.400000095367432,21.68000030517578,620.1583251953125,335.8999938964844,0.3666666666666666,0.0,0.0,0.8833333333333333,0.0,0.0,0.7584871053695679,7811.0,911.0,8722.0,6.706631660461426,41.88834762573242,48.59497928619385,6615.524533033371,1.4859497928619383,9830.33730953401,3198,7704,0,0,0,0,162,la pintada,antioquia,unico,False,1,1,1,0,,,,,,,1,
17433,MANZANARES,CALDAS,197.911886544,195,celdas,6.099999904632568,5.62205171585083,5.300000190734863,19.290000915527344,776.5574340820312,504.0,0.0358974358974358,0.0,0.0,0.8717948717948718,0.0,0.0,0.3434748649597168,11208.0,7102.0,18310.0,18.148914337158203,35.935882568359375,54.08479690551758,6289.024777412415,1.5408479690551755,9690.431055613595,657,15963,0,0,0,0,163,manzanares,caldas,unico,False,0,0,0,0,,,,,,,1,
17442,MARMATO,CALDAS,36.8632990693,41,celdas,6.199999809265137,5.775609970092773,5.699999809265137,22.950000762939453,837.743896484375,589.0,0.073170731707317,0.0,0.0,1.0,0.0,0.0,0.5531630516052246,1446.0,7917.0,9363.0,4.983139514923096,77.78194427490234,82.76508378982544,5179.265652179718,1.8276508378982543,9465.889208903913,685,9363,0,0,0,0,164,marmato,caldas,unico,False,0,0,0,0,,,,,,,1,
19142,CALOTO,CAUCA,264.8013835,265,celdas,6.199999809265137,5.108301639556885,4.5,14.779999732971191,614.872802734375,219.8999938964844,0.0830188679245283,0.0,0.0,0.2792452830188679,0.0,0.0,0.1872313022613525,5118.0,26079.0,31197.0,14.354463577270508,46.780616760253906,61.135080337524414,5841.054936647415,1.6113508033752442,9411.988564725749,2590,8712,0,0,0,0,165,caloto,cauca,unico,False,0,0,0,0,,,,,,,1,
17388,LA MERCED,CALDAS,88.600359214,89,celdas,6.5,5.993258476257324,5.800000190734863,26.530000686645508,775.2652587890625,516.5999755859375,0.5056179775280899,0.0,0.0,1.0,0.0112359550561797,0.0,1.031490683555603,2318.0,3361.0,5679.0,15.08937931060791,41.58780288696289,56.6771821975708,5857.83559191227,1.566771821975708,9177.891743174538,2871,5679,0,64,0,0,166,la merced,caldas,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
63302,GÉNOVA,QUINDIO,294.937718568,293,celdas,6.5,5.880204677581787,5.699999809265137,28.399999618530273,820.108154296875,462.7000122070313,0.2525597269624573,0.0,0.0,1.0,0.0068259385665529,0.0,0.7827292680740356,4318.0,3376.0,7694.0,12.680710792541504,35.19207000732422,47.87278079986572,6022.31898856163,1.4787278079986572,8905.37055702443,1943,7694,0,53,0,0,167,genova,quindio,unico,False,1,1,1,0,,,,,,,1,
73349,HONDA,TOLIMA,304.886912256,307,celdas,6.0,5.557329177856445,5.099999904632568,16.31999969482422,512.0531005859375,274.29998779296875,0.01628664495114,0.0,0.0,0.7263843648208469,0.0,0.0,0.2792102992534637,23683.0,1290.0,24973.0,5.5200395584106445,20.19916343688965,25.719202995300293,6972.71880325675,1.257192029953003,8766.046506557828,407,18140,0,0,0,0,168,honda,tolima,unico,False,0,0,0,0,,,,,,,1,
73520,PALOCABILDO,TOLIMA,65.0111294606,65,celdas,6.099999904632568,5.730769157409668,5.400000095367432,18.61000061035156,608.9769287109375,429.2999877929687,0.1692307692307692,0.0,0.0,0.8769230769230769,0.0,0.0,0.520776629447937,3242.0,6970.0,10212.0,35.61457443237305,27.54511451721191,63.15968894958496,5318.170939922333,1.6315968894958497,8677.111163384496,1728,8955,0,0,0,0,169,palocabildo,tolima,unico,False,0,0,0,0,,,,,,,1,
73547,PIEDRAS,TOLIMA,354.425320126,354,celdas,6.199999809265137,5.85113000869751,5.199999809265137,18.229999542236328,417.1810607910156,250.8000030517578,0.4830508474576271,0.0,0.0,0.9378531073446328,0.0,0.0,0.7562277317047119,2621.0,4944.0,7565.0,7.95880126953125,42.13483047485352,50.093631744384766,5720.862790346146,1.5009363174438477,8586.65072914368,3654,7095,0,0,0,0,170,piedras,tolima,unico,False,0,0,0,0,,,,,,,1,
63548,PIJAO,QUINDIO,248.582616714,248,celdas,6.800000190734863,6.0201616287231445,5.800000190734863,31.1200008392334,813.6895141601562,399.6000061035156,0.5040322580645161,0.0,0.0,1.0,0.0483870967741935,0.0,1.1352711915969849,3006.0,2341.0,5347.0,4.900744438171387,36.16625213623047,41.066996574401855,6070.295061469078,1.4106699657440185,8563.182926418669,2695,5347,0,259,0,0,171,pijao,quindio,unico,False,0,0,0,0,,,,,,,1,
73026,ALVARADO,TOLIMA,344.33559262,345,celdas,6.199999809265137,5.719419956207275,5.199999809265137,18.420000076293945,549.0127563476562,281.79998779296875,0.3594202898550724,0.0,0.0,0.7565217391304347,0.0,0.0,0.5846892595291138,3375.0,5467.0,8842.0,6.2964582443237305,49.7595100402832,56.055968284606934,5169.822432756424,1.5605596828460695,8067.8164560328605,3178,6689,0,0,0,0,172,alvarado,tolima,unico,False,24,3,24,0,,,,,,,1,
73686,SANTA ISABEL,TOLIMA,270.186622858,272,celdas,6.699999809265137,5.785294532775879,5.300000190734863,26.13999938964844,749.1978149414062,388.2999877929687,0.3676470588235294,0.0,0.0,0.7904411764705882,0.0404411764705882,0.0,0.7500302195549011,2270.0,3706.0,5976.0,47.661338806152344,29.603315353393555,77.2646541595459,4482.180592060089,1.772646541595459,7945.321925321604,2197,4724,0,242,0,0,173,santa isabel,tolima,unico,False,0,0,0,0,,,,,,,1,
05591,PUERTO TRIUNFO,ANTIOQUIA,369.585662398,373,celdas,5.800000190734863,5.500268459320068,5.0,11.699999809265137,340.42999267578125,208.8000030517578,0.0,0.0,0.0,0.67828418230563,0.0,0.0,0.2171888947486877,3985.0,16337.0,20322.0,10.26871395111084,68.21497344970703,78.48368740081787,4413.712719082832,1.7848368740081786,7877.757212297941,0,13784,0,0,0,0,174,puerto triunfo,antioquia,unico,False,0,0,0,0,,,,,,,1,
25572,PUERTO SALGAR,CUNDINAMARCA,515.94145458,513,celdas,6.0,5.482845783233643,4.599999904632568,14.029999732971191,393.1512451171875,184.8000030517578,0.0760233918128654,0.0,0.0,0.6140350877192983,0.0,0.0,0.3599824905395508,12046.0,3750.0,15796.0,11.29875373840332,23.18053817749023,34.479291915893555,5686.283420562744,1.3447929191589356,7646.87368030363,1201,9699,0,0,0,0,175,puerto salgar,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
05756,SONSÓN,ANTIOQUIA,1346.39149966,1350,celdas,6.0,5.338814735412598,4.800000190734863,17.690000534057617,648.2171630859375,220.1000061035156,0.0014814814814814,0.0,0.0,0.3348148148148148,0.0,0.0,0.1361183226108551,17640.0,18110.0,35750.0,8.51443862915039,46.34315872192383,54.85759735107422,4866.23003333807,1.5485759735107425,7535.726911203714,53,11970,0,0,0,0,176,sonson,antioquia,unico,False,0,0,0,0,,,,,,,1,
73043,ANZOÁTEGUI,TOLIMA,469.711325417,474,celdas,6.400000095367432,5.611814498901367,5.300000190734863,23.56999969482422,777.42578125,446.5,0.1139240506329113,0.0,0.0,0.679324894514768,0.0,0.0,0.3968168795108795,1623.0,9020.0,10643.0,26.25868034362793,51.60590362548828,77.86458396911621,4223.322048634291,1.778645839691162,7511.794191479336,1212,7230,0,0,0,0,177,anzoategui,tolima,unico,False,0,0,0,0,,,,,,,1,
73870,VILLAHERMOSA,TOLIMA,279.215549306,279,celdas,6.300000190734863,5.673835277557373,5.300000190734863,21.600000381469727,808.0283203125,512.4000244140625,0.089605734767025,0.0,0.0,0.8888888888888888,0.0,0.0,0.4263556003570556,3547.0,6056.0,9603.0,42.60515594482422,29.850746154785156,72.45590209960938,4094.2928302288055,1.7245590209960937,7060.849634970715,860,8536,0,0,0,0,178,villahermosa,tolima,unico,False,0,0,0,0,,,,,,,1,
05679,SANTA BÁRBARA,ANTIOQUIA,196.169746176,194,celdas,6.300000190734863,5.4257731437683105,5.099999904632568,20.270000457763672,770.1174926757812,347.1000061035156,0.0257731958762886,0.0,0.0,0.3917525773195876,0.0,0.0,0.1707638353109359,14267.0,15470.0,29737.0,1.2852789163589478,36.33231735229492,37.61759626865387,5078.004170641303,1.3761759626865386,6988.227278058554,766,11650,0,0,0,0,179,santa barbara,antioquia,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
73622,RONCESVALLES,TOLIMA,775.849528554,775,celdas,6.599999904632568,5.813806533813477,5.400000095367432,27.15999984741211,711.5752563476562,389.2000122070313,0.3070967741935483,0.0,0.0,0.9264516129032258,0.0077419354838709,0.0,0.7002590894699097,1959.0,3693.0,5652.0,57.685665130615234,18.8255615234375,76.51122665405273,3957.8643736839294,1.7651122665405272,6986.074955293245,1736,5236,0,44,0,0,180,roncesvalles,tolima,unico,False,2,1,2,0,,,,,,,1,
73449,MELGAR,TOLIMA,202.198803349,205,celdas,6.0,5.108780860900879,4.5,14.359999656677246,614.46044921875,236.8999938964844,0.0146341463414634,0.0,0.0,0.2829268292682926,0.0,0.0,0.1304659098386764,32393.0,7398.0,39791.0,4.2035064697265625,27.708677291870117,31.91218376159668,5191.369018390775,1.3191218376159668,6848.048239282237,582,11258,0,0,0,0,181,melgar,tolima,unico,False,0,0,0,0,,,,,,,1,
05607,RETIRO,ANTIOQUIA,242.018938682,242,celdas,6.0,5.462810039520264,5.0,13.31999969482422,605.0925903320312,322.0,0.0041322314049586,0.0,0.0,0.5082644628099173,0.0,0.0,0.1955042481422424,15260.0,12362.0,27622.0,2.8102710247039795,23.124109268188477,25.934380292892456,5400.21834218502,1.2593438029289246,6800.731503693816,114,14039,0,0,0,0,182,retiro,antioquia,unico,False,3,3,2,1,,,,,,,1,
73152,CASABIANCA,TOLIMA,174.930571189,180,celdas,6.400000095367432,5.759444713592529,5.300000190734863,23.010000228881836,803.3577880859375,536.4000244140625,0.1555555555555555,0.0,0.0,0.9166666666666666,0.0,0.0,0.5852282047271729,1784.0,4831.0,6615.0,43.49403762817383,27.26801490783691,70.76205253601074,3871.284574270248,1.707620525360107,6610.684998533841,1029,6064,0,0,0,0,183,casabianca,tolima,unico,False,0,0,0,0,,,,,,,1,
41001,NEIVA,HUILA,1269.81321676,1265,celdas,5.699999809265137,4.699446678161621,4.099999904632568,10.510000228881836,644.3615112304688,224.1000061035156,0.0,0.0,0.0,0.025296442687747,0.0,0.0,0.0130699342116713,382081.0,26137.0,408218.0,5.6345930099487305,16.615304946899414,22.249897956848145,5335.382404020056,1.2224989795684815,6522.49954452215,0,10326,0,0,0,0,184,neiva,huila,unico,False,1,1,1,0,,,,,,,1,
