divipola,municipio,departamento,mmi_max,vs30_medio,pob_total,pob_cabecera,pob_rural,def_cualitativo,desliz_max,desliz_media,desliz_km2,desliz_frac,licuef_max,licuef_media,licuef_km2,licuef_frac,pob_rural_desliz,pob_licuef
05854,VALDIVIA,ANTIOQUIA,4.900000095367432,761.3410034179688,15105.0,4511.0,10594.0,55.30360412597656,0.0009,0.0005238344389423527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05856,VALPARAÍSO,ANTIOQUIA,6.199999809265137,684.3653564453125,6717.0,3946.0,2771.0,25.231719970703125,0.004,0.000810042194092827,0.0,0.0,0.0085,0.00015929054054054055,0.0,0.0,0.0,0.0
05858,VEGACHÍ,ANTIOQUIA,5.099999904632568,458.6268005371094,12183.0,8660.0,3523.0,29.14349365234375,0.0008,0.0004888028996865203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05861,VENECIA,ANTIOQUIA,6.0,761.477783203125,12494.0,5819.0,6675.0,44.563720703125,0.0077,0.0009670998886000743,0.0,0.0,0.0027,1.0416666666666668e-05,0.0,0.0,0.0,0.0
05873,VIGÍA DEL FUERTE,ANTIOQUIA,6.400000095367432,388.0022888183594,11686.0,4273.0,7413.0,3.5748331546783447,0.0037,0.0002723073478135697,0.0,0.0,0.4232,0.11542871033776869,492.1490643330098,0.29554759467758446,0.0,3454.0
05885,YALÍ,ANTIOQUIA,5.199999809265137,463.05078125,7724.0,3806.0,3918.0,36.99911117553711,0.0008,0.0005045887028784777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05887,YARUMAL,ANTIOQUIA,5.5,653.8197021484375,41853.0,30156.0,11697.0,34.20427703857422,0.0007,0.0005315515575050182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05890,YOLOMBÓ,ANTIOQUIA,5.400000095367432,534.1056518554688,25236.0,8119.0,17117.0,66.04312133789062,0.001,0.0005220096770563743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05893,YONDÓ,ANTIOQUIA,5.400000095367432,268.08831787109375,22429.0,11856.0,10573.0,24.10763359069824,0.0009,7.950461796809404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05895,ZARAGOZA,ANTIOQUIA,5.0,373.8067626953125,26996.0,13801.0,13195.0,28.153059005737305,0.0009,0.0002999364329822012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5.699999809265137,588.860107421875,7945996.0,7914911.0,31085.0,10.207573890686035,0.0018,0.0004418264180672269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13160,CANTAGALLO,BOLÍVAR,4.800000190734863,435.8807678222656,8924.0,4947.0,3977.0,30.77884292602539,0.0007,0.00031887472950228423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13458,MONTECRISTO,BOLÍVAR,4.599999904632568,560.6111450195312,16337.0,3771.0,12566.0,22.3416690826416,0.0006,0.0002534699341021417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13670,SAN PABLO,BOLÍVAR,4.800000190734863,476.5501708984375,29312.0,23518.0,5794.0,33.94049072265625,0.0007,0.0002612742527530152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13688,SANTA ROSA DEL SUR,BOLÍVAR,4.599999904632568,593.3736572265625,33538.0,20402.0,13136.0,26.608427047729492,0.0006,0.00017913910521685295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13744,SIMITÍ,BOLÍVAR,4.5,419.7986145019531,18410.0,5995.0,12415.0,62.03870391845703,0.0006,3.5051606849636406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15001,TUNJA,BOYACÁ,4.5,560.62841796875,191372.0,183278.0,8094.0,12.492815017700195,0.0006,0.00046806236080178184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15022,ALMEIDA,BOYACÁ,4.0,788.47900390625,1764.0,373.0,1391.0,51.30434799194336,0.0007,0.0005071098799630657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15051,ARCABUCO,BOYACÁ,4.599999904632568,655.3858642578125,6522.0,2839.0,3683.0,37.19780349731445,0.0007,0.0004532793209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15090,BERBEO,BOYACÁ,3.900000095367432,769.2600708007812,1636.0,488.0,1148.0,26.43478202819824,0.0005,0.0003272058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15104,BOYACÁ,BOYACÁ,4.699999809265137,708.2999877929688,5313.0,971.0,4342.0,41.2188720703125,0.0006,0.000502439024390244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15106,BRICEÑO,BOYACÁ,4.300000190734863,832.0514526367188,2257.0,570.0,1687.0,29.078014373779297,0.0011,0.0005396721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15109,BUENAVISTA,BOYACÁ,4.400000095367432,815.8136596679688,4519.0,941.0,3578.0,53.576072692871094,0.0009,0.0005489855072463768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15131,CALDAS,BOYACÁ,4.900000095367432,537.9234619140625,2797.0,309.0,2488.0,55.1020393371582,0.0007,0.0005620805369127516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15135,CAMPOHERMOSO,BOYACÁ,4.0,843.5358276367188,3187.0,906.0,2281.0,52.58449172973633,0.0012,0.00048035215204024603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15172,CHINAVITA,BOYACÁ,4.0,822.5279541015625,3049.0,1249.0,1800.0,34.100975036621094,0.0007,0.0005098630136986302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15176,CHIQUINQUIRÁ,BOYACÁ,5.199999809265137,580.1736450195312,58330.0,51635.0,6695.0,16.304880142211914,0.001,0.00044484203739522893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15185,CHITARAQUE,BOYACÁ,4.300000190734863,691.1980590820312,5969.0,1401.0,4568.0,54.03690719604492,0.0007,0.00036349047141424277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15187,CHIVATÁ,BOYACÁ,4.300000190734863,534.4140014648438,2858.0,579.0,2279.0,52.99042892456055,0.0006,0.0004705692803437166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15189,CIÉNEGA,BOYACÁ,4.099999904632568,691.4207763671875,4499.0,1341.0,3158.0,58.87417221069336,0.0007,0.0004967423494570584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15204,CÓMBITA,BOYACÁ,4.5,598.5842895507812,13539.0,1790.0,11749.0,56.47099304199219,0.0006,0.0004109117539362872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15212,COPER,BOYACÁ,4.699999809265137,802.1616821289062,3456.0,961.0,2495.0,57.57575607299805,0.0014,0.0005898190847818375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15224,CUCAITA,BOYACÁ,4.5,622.0750122070312,3813.0,1630.0,2183.0,32.22003936767578,0.0006,0.0004422446406052964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15232,CHÍQUIZA,BOYACÁ,4.300000190734863,733.7999877929688,4795.0,489.0,4306.0,71.84249877929688,0.0008,0.0005148858447488583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15236,CHIVOR,BOYACÁ,4.099999904632568,834.4613037109375,2773.0,820.0,1953.0,41.245792388916016,0.0012,0.0005458904109589042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15238,DUITAMA,BOYACÁ,4.0,688.494384765625,137431.0,122443.0,14988.0,14.14397144317627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15293,GACHANTIVÁ,BOYACÁ,4.599999904632568,594.7011108398438,2715.0,634.0,2081.0,62.0654411315918,0.0008,0.0005101991550995776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15299,GARAGOA,BOYACÁ,4.099999904632568,791.0990600585938,19609.0,13996.0,5613.0,22.86485481262207,0.0007,0.0005040704070407042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15322,GUATEQUE,BOYACÁ,4.099999904632568,780.7568359375,11471.0,8317.0,3154.0,25.2471981048584,0.0007,0.0005166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15325,GUAYATÁ,BOYACÁ,4.099999904632568,823.4796752929688,3480.0,1257.0,2223.0,46.43962860107422,0.0007,0.000522358591248666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15367,JENESANO,BOYACÁ,4.400000095367432,701.751708984375,7403.0,2004.0,5399.0,40.75960922241211,0.0006,0.0004979279279279279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15380,LA CAPILLA,BOYACÁ,4.099999904632568,845.9810180664062,2524.0,1043.0,1481.0,38.691795349121094,0.0007,0.0005144059869036483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15401,LA VICTORIA,BOYACÁ,4.699999809265137,753.6968994140625,1164.0,461.0,703.0,30.829015731811523,0.0009,0.000628219696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15407,VILLA DE LEYVA,BOYACÁ,4.900000095367432,612.4534912109375,20103.0,10330.0,9773.0,24.411399841308594,0.0007,0.0004652374947456915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15425,MACANAL,BOYACÁ,4.099999904632568,837.3428955078125,5367.0,1403.0,3964.0,34.7414436340332,0.0008,0.0005150506126798083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15442,MARIPÍ,BOYACÁ,4.599999904632568,789.2305908203125,5883.0,978.0,4905.0,45.26079559326172,0.001,0.0005824190350297423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15455,MIRAFLORES,BOYACÁ,4.0,799.1461181640625,9055.0,5662.0,3393.0,20.822784423828125,0.0009,0.0004866386358327494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15469,MONIQUIRÁ,BOYACÁ,4.5,613.623046875,23942.0,12936.0,11006.0,35.36235809326172,0.0008,0.0004973959600876127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15476,MOTAVITA,BOYACÁ,4.300000190734863,548.6484375,5175.0,908.0,4267.0,62.19255065917969,0.0006,0.0004674624226348365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15480,MUZO,BOYACÁ,4.800000190734863,786.2813110351562,8037.0,5399.0,2638.0,23.17290496826172,0.0011,0.0006195610319599537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15494,NUEVO COLÓN,BOYACÁ,4.199999809265137,715.739990234375,5244.0,1196.0,4048.0,52.18711853027344,0.0006,0.0005031925849639548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15500,OICATÁ,BOYACÁ,4.5,441.3885498046875,2941.0,509.0,2432.0,29.87152099609375,0.0005,0.00040194346289752645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15507,OTANCHE,BOYACÁ,5.099999904632568,702.42724609375,8205.0,3854.0,4351.0,10.760282516479492,0.0019,0.0006071132519323401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15511,PACHAVITA,BOYACÁ,4.0,823.2417602539062,2231.0,548.0,1683.0,40.21977996826172,0.0006,0.0005166136724960254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15516,PAIPA,BOYACÁ,4.0,737.5477905273438,39148.0,24554.0,14594.0,20.79237174987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15531,PAUNA,BOYACÁ,4.800000190734863,788.6575317382812,7346.0,2379.0,4967.0,26.387176513671875,0.0028,0.0005847917543121581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15542,PESCA,BOYACÁ,4.099999904632568,748.6475830078125,7019.0,2515.0,4504.0,48.540992736816406,0.0005,0.00015458015267175572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15572,PUERTO BOYACÁ,BOYACÁ,6.0,357.69403076171875,47775.0,34705.0,13070.0,26.17431640625,0.0012,0.00018225936720862447,0.0,0.0,0.3916,0.027256948343627175,101.62558601162151,0.06695676586187535,0.0,3199.0
15580,QUÍPAMA,BOYACÁ,5.099999904632568,746.3597412109375,5012.0,1517.0,3495.0,24.466825485229492,0.0011,0.0006218372536554354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15599,RAMIRIQUÍ,BOYACÁ,4.099999904632568,715.3800659179688,10126.0,4458.0,5668.0,38.14583969116211,0.0006,0.0004940228910555321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15600,RÁQUIRA,BOYACÁ,4.900000095367432,633.9076538085938,8076.0,2755.0,5321.0,52.441951751708984,0.0006,0.0005074547647768396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15621,RONDÓN,BOYACÁ,4.099999904632568,824.4632568359375,2455.0,713.0,1742.0,58.597286224365234,0.0008,0.0002601753933453702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15632,SABOYÁ,BOYACÁ,5.199999809265137,610.07275390625,14624.0,1545.0,13079.0,50.69056701660156,0.0007,0.00048280949326491346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15638,SÁCHICA,BOYACÁ,4.599999904632568,621.331787109375,6444.0,3218.0,3226.0,37.491790771484375,0.0007,0.0004991714995857498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15646,SAMACÁ,BOYACÁ,4.800000190734863,616.9434814453125,19525.0,8354.0,11171.0,33.21378707885742,0.0008,0.0004490805326569436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15664,SAN JOSÉ DE PARE,BOYACÁ,4.400000095367432,646.2947387695312,4794.0,1116.0,3678.0,59.92823028564453,0.0006,0.0004957887223411851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15667,SAN LUIS DE GACENO,BOYACÁ,4.400000095367432,731.5287475585938,5217.0,2444.0,2773.0,43.35981750488281,0.0007,0.0004926899879372741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15676,SAN MIGUEL DE SEMA,BOYACÁ,5.400000095367432,419.6788940429687,3081.0,521.0,2560.0,63.407257080078125,0.0007,0.00028703808982376343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15681,SAN PABLO DE BORBUR,BOYACÁ,4.800000190734863,762.572021484375,6778.0,990.0,5788.0,24.156478881835938,0.0021,0.000606487513572204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15686,SANTANA,BOYACÁ,4.5,636.2657470703125,7765.0,2831.0,4934.0,49.20965194702149,0.0006,0.0004996865203761757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15690,SANTA MARÍA,BOYACÁ,4.099999904632568,789.966064453125,3631.0,2218.0,1413.0,39.38356018066406,0.0014,0.0005367561059511525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15696,SANTA SOFÍA,BOYACÁ,4.400000095367432,710.9973754882812,3363.0,1181.0,2182.0,43.73177719116211,0.0008,0.0005138356164383562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15740,SIACHOQUE,BOYACÁ,4.300000190734863,617.2846069335938,6889.0,1342.0,5547.0,48.42864608764648,0.0006,0.0004430487259722843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15761,SOMONDOCO,BOYACÁ,4.099999904632568,807.8883056640625,2984.0,764.0,2220.0,51.73745346069336,0.0006,0.0005143636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15762,SORA,BOYACÁ,4.5,617.6265258789062,3177.0,606.0,2571.0,72.27616119384766,0.0006,0.0004949115044247789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15763,SOTAQUIRÁ,BOYACÁ,4.300000190734863,674.6879272460938,8051.0,1125.0,6926.0,50.54474639892578,0.0006,9.106676613204028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15764,SORACÁ,BOYACÁ,4.400000095367432,561.6981811523438,6209.0,1787.0,4422.0,47.207523345947266,0.0006,0.00044947468958930287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15776,SUTAMARCHÁN,BOYACÁ,4.699999809265137,693.5096435546875,6345.0,2478.0,3867.0,58.97172164916992,0.0007,0.00048170606372045235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15778,SUTATENZA,BOYACÁ,4.099999904632568,811.2178955078125,4219.0,867.0,3352.0,69.49541473388672,0.0008,0.0005174025974025975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15798,TENZA,BOYACÁ,4.099999904632568,769.1553344726562,3573.0,1175.0,2398.0,58.67346954345703,0.0006,0.0005042824074074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15804,TIBANÁ,BOYACÁ,4.400000095367432,735.2173461914062,9056.0,2017.0,7039.0,56.27444076538086,0.0007,0.000507746170678337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15808,TINJACÁ,BOYACÁ,4.599999904632568,665.8287353515625,3647.0,950.0,2697.0,57.19661331176758,0.0006,0.0005200666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15814,TOCA,BOYACÁ,4.5,576.9555053710938,8969.0,4600.0,4369.0,43.10658264160156,0.0006,0.00028918918918918924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15816,TOGÜÍ,BOYACÁ,4.400000095367432,650.9686889648438,4442.0,759.0,3683.0,44.4525032043457,0.0008,0.0004744994731296103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15832,TUNUNGUÁ,BOYACÁ,4.400000095367432,748.8814086914062,1559.0,310.0,1249.0,21.48288917541504,0.0008,0.0005517304189435337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15835,TURMEQUÉ,BOYACÁ,4.5,745.572998046875,5587.0,2050.0,3537.0,54.83871078491211,0.0006,0.0005200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15837,TUTA,BOYACÁ,4.5,454.8986511230469,8196.0,2620.0,5576.0,38.15739059448242,0.0006,0.0003854343807763402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15842,ÚMBITA,BOYACÁ,4.5,762.6163330078125,7727.0,1319.0,6408.0,65.59538269042969,0.0007,0.0005127365356623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15861,VENTAQUEMADA,BOYACÁ,4.699999809265137,611.2898559570312,17300.0,3187.0,14113.0,37.98361587524414,0.0006,0.0004975099601593626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15879,VIRACACHÁ,BOYACÁ,4.099999904632568,705.9609375,2907.0,523.0,2384.0,44.102020263671875,0.0006,0.0004941475826972012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15897,ZETAQUIRA,BOYACÁ,4.0,822.1343994140625,4754.0,1367.0,3387.0,44.943111419677734,0.0006,0.000372424061941632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17001,MANIZALES,CALDAS,8.0,666.5375366210938,475690.0,449879.0,25811.0,12.506049156188965,0.0903,0.0027613304358324276,0.0,0.0,0.0739,0.000727092404450895,0.0,0.0,0.0,0.0
17013,AGUADAS,CALDAS,6.300000190734863,737.9527587890625,22301.0,12048.0,10253.0,39.09980010986328,0.0123,0.0010339225777578876,0.0,0.0,0.0047,9.188704616763783e-06,0.0,0.0,0.0,0.0
17042,ANSERMA,CALDAS,7.300000190734863,674.8342895507812,37352.0,22190.0,15162.0,34.072635650634766,0.0423,0.0018404840764331212,0.0,0.0,0.1199,0.0014282807731434385,0.0,0.0,0.0,0.0
17050,ARANZAZU,CALDAS,6.800000190734863,727.3857421875,10781.0,7349.0,3432.0,30.19596290588379,0.0615,0.002625106837606838,0.0,0.0,0.0003,8.498583569405098e-07,0.0,0.0,0.0,0.0
17088,BELALCÁZAR,CALDAS,7.300000190734863,722.5628662109375,10327.0,4897.0,5430.0,37.77629089355469,0.0128,0.0018452448210922786,0.0,0.0,0.1378,0.0016304924242424245,0.0,0.0,0.0,0.0
17174,CHINCHINÁ,CALDAS,7.599999904632568,525.7962036132812,50452.0,44899.0,5553.0,15.891033172607422,0.021,0.0017880662445202145,0.0,0.0,0.076,0.0020429400386847195,0.0,0.0,0.0,0.0
17272,FILADELFIA,CALDAS,7.099999904632568,673.0380249023438,10931.0,4180.0,6751.0,46.46345138549805,0.0539,0.0024217523493642898,0.0,0.0,0.0552,0.00028121546961325965,0.0,0.0,0.0,0.0
17380,LA DORADA,CALDAS,6.099999904632568,313.14581298828125,71480.0,63028.0,8452.0,21.824329376220703,0.0022,0.000271633265562978,0.0,0.0,0.4055,0.06815223300970874,67.11123604541042,0.12233009708737864,0.0,8744.0
17388,LA MERCED,CALDAS,6.5,775.2652587890625,5679.0,2318.0,3361.0,41.58780288696289,0.0178,0.002068203592814371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17433,MANZANARES,CALDAS,6.099999904632568,776.5574340820312,18310.0,11208.0,7102.0,35.935882568359375,0.005,0.0009194302606826122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17442,MARMATO,CALDAS,6.199999809265137,837.743896484375,9363.0,1446.0,7917.0,77.78194427490234,0.0173,0.002417391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17444,MARQUETALIA,CALDAS,6.0,726.7921752929688,13558.0,7081.0,6477.0,38.81215286254883,0.0065,0.0008380389840519787,0.0,0.0,0.0006,2.122641509433962e-06,0.0,0.0,0.0,0.0
17446,MARULANDA,CALDAS,6.900000095367432,760.699462890625,2676.0,934.0,1742.0,32.43967819213867,0.1073,0.0032412673660334565,0.053262885750325735,0.0001417635384179189,0.0005,5.164585698070375e-06,0.0,0.0,0.0,0.0
17486,NEIRA,CALDAS,7.199999809265137,676.39599609375,21492.0,12752.0,8740.0,29.05184555053711,0.0445,0.0027283285302593654,0.0,0.0,0.052,0.0005043804034582133,0.0,0.0,0.0,0.0
17495,NORCASIA,CALDAS,5.900000095367432,515.7342529296875,6140.0,4282.0,1858.0,24.51776695251465,0.0034,0.0006066402609506057,0.0,0.0,0.2366,0.006600185873605947,0.8522061720052118,0.0037174721189591076,0.0,23.0
17513,PÁCORA,CALDAS,6.199999809265137,814.1437377929688,15657.0,8180.0,7477.0,41.8256721496582,0.0204,0.0017971245345469592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17524,PALESTINA,CALDAS,7.400000095367432,561.7098388671875,15966.0,5828.0,10138.0,49.468318939208984,0.0342,0.0017614726840855105,0.0,0.0,0.0876,0.0014595057034220533,0.0,0.0,0.0,0.0
17541,PENSILVANIA,CALDAS,6.199999809265137,812.539306640625,20404.0,8917.0,11487.0,26.451078414916992,0.0053,0.000900724174653887,0.0,0.0,0.0077,5.119453924914675e-06,0.0,0.0,0.0,0.0
17614,RIOSUCIO,CALDAS,6.699999809265137,706.964111328125,52118.0,20610.0,31508.0,41.91313934326172,0.0314,0.0018558472222222223,0.0,0.0,0.0019,1.9532554257095158e-05,0.0,0.0,0.0,0.0
17616,RISARALDA,CALDAS,7.199999809265137,674.2715454101562,11079.0,4944.0,6135.0,46.286231994628906,0.0149,0.001805906674542233,0.0,0.0,0.0318,0.0008401408450704226,0.0,0.0,0.0,0.0
17653,SALAMINA,CALDAS,6.599999904632568,744.4130249023438,19254.0,11918.0,7336.0,34.852638244628906,0.0231,0.0016632328767123288,0.0,0.0,0.0006,2.353585112205802e-06,0.0,0.0,0.0,0.0
17662,SAMANÁ,CALDAS,6.0,708.1838989257812,21004.0,7287.0,13717.0,47.34758377075195,0.0043,0.0008065721106586154,0.0,0.0,0.0039,1.2685938815604827e-05,0.0,0.0,0.0,0.0
17665,SAN JOSÉ,CALDAS,7.300000190734863,678.9550170898438,4960.0,1533.0,3427.0,51.387054443359375,0.006,0.0014730297723292468,0.0,0.0,0.0753,0.004517957746478873,0.0,0.0,0.0,0.0
17777,SUPÍA,CALDAS,6.5,779.7666625976562,31774.0,16130.0,15644.0,41.7744255065918,0.0265,0.0019488596491228072,0.0,0.0,0.0669,0.0008273204903677759,0.0,0.0,0.0,0.0
17867,VICTORIA,CALDAS,6.099999904632568,464.9387817382813,11015.0,5095.0,5920.0,33.71510314941406,0.005,0.0005774783353966288,0.0,0.0,0.3553,0.015518969465648853,9.587319435058632,0.01717557251908397,0.0,189.0
17873,VILLAMARÍA,CALDAS,7.699999809265137,763.1185302734375,74463.0,66008.0,8455.0,18.449657440185547,0.109,0.0028190961245755765,0.053262885750325735,0.00011708230886313078,0.0126,2.9864041256446316e-05,0.0,0.0,1.0,0.0
17877,VITERBO,CALDAS,7.5,484.62017822265625,12613.0,10818.0,1795.0,19.051130294799805,0.0059,0.0010818138875767597,0.0,0.0,0.3085,0.05595814393939393,11.291731779069055,0.10037878787878787,0.0,1266.0
18001,FLORENCIA,CAQUETÁ,4.300000190734863,772.5642700195312,188620.0,165420.0,23200.0,20.694887161254883,0.0006,0.00048787919105907414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18247,EL DONCELLO,CAQUETÁ,4.400000095367432,777.0637817382812,19861.0,13738.0,6123.0,26.983348846435547,0.0006,0.00046056916324508013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18256,EL PAUJÍL,CAQUETÁ,4.099999904632568,786.97216796875,18972.0,9267.0,9705.0,18.449426651000977,0.0006,0.00048460837887067407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18592,PUERTO RICO,CAQUETÁ,4.800000190734863,647.573974609375,27477.0,15164.0,12313.0,22.764652252197266,0.0009,0.0003781948109419305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,5.099999904632568,548.4133911132812,52805.0,24703.0,28102.0,19.684202194213867,0.0016,0.00029981966683447674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19001,POPAYÁN,CAUCA,5.300000190734863,489.4201354980469,355347.0,291391.0,63956.0,17.981311798095703,0.0012,0.00047708843840498996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19022,ALMAGUER,CAUCA,4.300000190734863,818.4827270507812,18376.0,1000.0,17376.0,84.45282745361328,0.0008,0.0005033710407239819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19050,ARGELIA,CAUCA,4.5,837.5751342773438,27853.0,2511.0,25342.0,47.8792610168457,0.0016,0.0005391631568045295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19075,BALBOA,CAUCA,4.900000095367432,795.5713500976562,22556.0,5506.0,17050.0,76.44808959960938,0.0015,0.0004968754051601194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19100,BOLÍVAR,CAUCA,4.599999904632568,700.5968627929688,37932.0,4331.0,33601.0,84.55526733398438,0.0007,0.00046569414703783027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19110,BUENOS AIRES,CAUCA,6.099999904632568,612.1421508789062,33342.0,828.0,32514.0,66.30855560302734,0.0016,0.0005842046992249969,0.0,0.0,0.3614,0.007428102010789603,5.965443204036482,0.01373222167729279,0.0,458.0
19130,CAJIBÍO,CAUCA,5.5,534.7293090820312,46986.0,1830.0,45156.0,67.57845306396484,0.0014,0.0005256273616897587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19137,CALDONO,CAUCA,5.400000095367432,612.1747436523438,45131.0,1751.0,43380.0,51.009708404541016,0.0014,0.0006034207353827607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
